"ID","stream","position","time","genus","species","dry_mass_mg_new","season","GC_ID","Internal_Standard_Volume_ID","date_extraction","MeOH_Volume_dissolved","date.derivatisation","TMSH_Volume","Sample_Volume_derivatized","comment.x","runinfo","experiment","area","name_pufa","runname","runinfo_original","comment.y","Time","Timestamp","Date","Time_of_day"
"T576","Hainbach","down","2018-09-13","T.","montana",0.6759,"autumn","T576","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T576","field_spiders",949061,"18:0","PUFA-KF_05.02.2020 15_24_2418","T576","             ","05.02.2020 15_24_2418","2020-02-05 15:24:24","2020-02-05"," 15:24:24"
"T576","Hainbach","down","2018-09-13","T.","montana",0.6759,"autumn","T576","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T576","field_spiders",6496132,"18:1n-9t","PUFA-KF_05.02.2020 15_24_2418","T576","             ","05.02.2020 15_24_2418","2020-02-05 15:24:24","2020-02-05"," 15:24:24"
"T576","Hainbach","down","2018-09-13","T.","montana",0.6759,"autumn","T576","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T576","field_spiders",37420,"18:1n-9c","PUFA-KF_05.02.2020 15_24_2418","T576","             ","05.02.2020 15_24_2418","2020-02-05 15:24:24","2020-02-05"," 15:24:24"
"T576","Hainbach","down","2018-09-13","T.","montana",0.6759,"autumn","T576","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T576","field_spiders",4542500,"18:1n-7","PUFA-KF_05.02.2020 15_24_2418","T576","             ","05.02.2020 15_24_2418","2020-02-05 15:24:24","2020-02-05"," 15:24:24"
"T576","Hainbach","down","2018-09-13","T.","montana",0.6759,"autumn","T576","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T576","field_spiders",364058,"18:2n-6c","PUFA-KF_05.02.2020 15_24_2418","T576","             ","05.02.2020 15_24_2418","2020-02-05 15:24:24","2020-02-05"," 15:24:24"
"T576","Hainbach","down","2018-09-13","T.","montana",0.6759,"autumn","T576","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T576","field_spiders",8838835,"18:2n-6t","PUFA-KF_05.02.2020 15_24_2418","T576","             ","05.02.2020 15_24_2418","2020-02-05 15:24:24","2020-02-05"," 15:24:24"
"T576","Hainbach","down","2018-09-13","T.","montana",0.6759,"autumn","T576","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T576","field_spiders",11497257,"18:3n-6","PUFA-KF_05.02.2020 15_24_2418","T576","             ","05.02.2020 15_24_2418","2020-02-05 15:24:24","2020-02-05"," 15:24:24"
"T576","Hainbach","down","2018-09-13","T.","montana",0.6759,"autumn","T576","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T576","field_spiders",197318,"18:3n-3","PUFA-KF_05.02.2020 15_24_2418","T576","             ","05.02.2020 15_24_2418","2020-02-05 15:24:24","2020-02-05"," 15:24:24"
"T576","Hainbach","down","2018-09-13","T.","montana",0.6759,"autumn","T576","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T576","field_spiders",1302871,"20:0","PUFA-KF_05.02.2020 15_24_2418","T576","             ","05.02.2020 15_24_2418","2020-02-05 15:24:24","2020-02-05"," 15:24:24"
"T576","Hainbach","down","2018-09-13","T.","montana",0.6759,"autumn","T576","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T576","field_spiders",472351,"20:1n-9","PUFA-KF_05.02.2020 15_24_2418","T576","             ","05.02.2020 15_24_2418","2020-02-05 15:24:24","2020-02-05"," 15:24:24"
"T576","Hainbach","down","2018-09-13","T.","montana",0.6759,"autumn","T576","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T576","field_spiders",207515,"20:2n-6","PUFA-KF_05.02.2020 15_24_2418","T576","             ","05.02.2020 15_24_2418","2020-02-05 15:24:24","2020-02-05"," 15:24:24"
"T576","Hainbach","down","2018-09-13","T.","montana",0.6759,"autumn","T576","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T576","field_spiders",36721,"20:3n-6","PUFA-KF_05.02.2020 15_24_2418","T576","             ","05.02.2020 15_24_2418","2020-02-05 15:24:24","2020-02-05"," 15:24:24"
"T576","Hainbach","down","2018-09-13","T.","montana",0.6759,"autumn","T576","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T576","field_spiders",458628,"20:4n-6","PUFA-KF_05.02.2020 15_24_2418","T576","             ","05.02.2020 15_24_2418","2020-02-05 15:24:24","2020-02-05"," 15:24:24"
"T576","Hainbach","down","2018-09-13","T.","montana",0.6759,"autumn","T576","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T576","field_spiders",93198,"20:3n-3","PUFA-KF_05.02.2020 15_24_2418","T576","             ","05.02.2020 15_24_2418","2020-02-05 15:24:24","2020-02-05"," 15:24:24"
"T576","Hainbach","down","2018-09-13","T.","montana",0.6759,"autumn","T576","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T576","field_spiders",375592,"20:5n-3","PUFA-KF_05.02.2020 15_24_2418","T576","             ","05.02.2020 15_24_2418","2020-02-05 15:24:24","2020-02-05"," 15:24:24"
"T576","Hainbach","down","2018-09-13","T.","montana",0.6759,"autumn","T576","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T576","field_spiders",209758,"22:0","PUFA-KF_05.02.2020 15_24_2418","T576","             ","05.02.2020 15_24_2418","2020-02-05 15:24:24","2020-02-05"," 15:24:24"
"T576","Hainbach","down","2018-09-13","T.","montana",0.6759,"autumn","T576","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T576","field_spiders",5288458,"23:0","PUFA-KF_05.02.2020 15_24_2418","T576","             ","05.02.2020 15_24_2418","2020-02-05 15:24:24","2020-02-05"," 15:24:24"
"T576","Hainbach","down","2018-09-13","T.","montana",0.6759,"autumn","T576","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T576","field_spiders",88823,"22:6n-3","PUFA-KF_05.02.2020 15_24_2418","T576","             ","05.02.2020 15_24_2418","2020-02-05 15:24:24","2020-02-05"," 15:24:24"
"T576","Hainbach","down","2018-09-13","T.","montana",0.6759,"autumn","T576","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T576","field_spiders",14309,"24:0","PUFA-KF_05.02.2020 15_24_2418","T576","             ","05.02.2020 15_24_2418","2020-02-05 15:24:24","2020-02-05"," 15:24:24"
"T357","Hainbach","down","2018-09-11","T.","montana",1.8338,"autumn","T357","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T357","field_spiders",53273,"12:0","PUFA-KF_07.02.2020 06_30_4724","T357","             ","07.02.2020 06_30_4724","2020-02-07 06:30:47","2020-02-07"," 06:30:47"
"T357","Hainbach","down","2018-09-11","T.","montana",1.8338,"autumn","T357","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T357","field_spiders",7166,"13:0","PUFA-KF_07.02.2020 06_30_4724","T357","             ","07.02.2020 06_30_4724","2020-02-07 06:30:47","2020-02-07"," 06:30:47"
"T357","Hainbach","down","2018-09-11","T.","montana",1.8338,"autumn","T357","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T357","field_spiders",769746,"14:1n-5","PUFA-KF_07.02.2020 06_30_4724","T357","             ","07.02.2020 06_30_4724","2020-02-07 06:30:47","2020-02-07"," 06:30:47"
"T357","Hainbach","down","2018-09-11","T.","montana",1.8338,"autumn","T357","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T357","field_spiders",5782,"16:0","PUFA-KF_07.02.2020 06_30_4724","T357","             ","07.02.2020 06_30_4724","2020-02-07 06:30:47","2020-02-07"," 06:30:47"
"T357","Hainbach","down","2018-09-11","T.","montana",1.8338,"autumn","T357","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T357","field_spiders",46132,"16:1n-7","PUFA-KF_07.02.2020 06_30_4724","T357","             ","07.02.2020 06_30_4724","2020-02-07 06:30:47","2020-02-07"," 06:30:47"
"T357","Hainbach","down","2018-09-11","T.","montana",1.8338,"autumn","T357","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T357","field_spiders",25481,"17:0","PUFA-KF_07.02.2020 06_30_4724","T357","             ","07.02.2020 06_30_4724","2020-02-07 06:30:47","2020-02-07"," 06:30:47"
"T357","Hainbach","down","2018-09-11","T.","montana",1.8338,"autumn","T357","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T357","field_spiders",6675089,"17:1n-7","PUFA-KF_07.02.2020 06_30_4724","T357","             ","07.02.2020 06_30_4724","2020-02-07 06:30:47","2020-02-07"," 06:30:47"
"T357","Hainbach","down","2018-09-11","T.","montana",1.8338,"autumn","T357","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T357","field_spiders",6008716,"18:0","PUFA-KF_07.02.2020 06_30_4724","T357","             ","07.02.2020 06_30_4724","2020-02-07 06:30:47","2020-02-07"," 06:30:47"
"T357","Hainbach","down","2018-09-11","T.","montana",1.8338,"autumn","T357","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T357","field_spiders",7158659,"18:1n-9t","PUFA-KF_07.02.2020 06_30_4724","T357","             ","07.02.2020 06_30_4724","2020-02-07 06:30:47","2020-02-07"," 06:30:47"
"T357","Hainbach","down","2018-09-11","T.","montana",1.8338,"autumn","T357","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T357","field_spiders",4116662,"18:1n-7","PUFA-KF_07.02.2020 06_30_4724","T357","             ","07.02.2020 06_30_4724","2020-02-07 06:30:47","2020-02-07"," 06:30:47"
"T357","Hainbach","down","2018-09-11","T.","montana",1.8338,"autumn","T357","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T357","field_spiders",9241613,"18:2n-6t","PUFA-KF_07.02.2020 06_30_4724","T357","             ","07.02.2020 06_30_4724","2020-02-07 06:30:47","2020-02-07"," 06:30:47"
"T357","Hainbach","down","2018-09-11","T.","montana",1.8338,"autumn","T357","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T357","field_spiders",905017,"18:2n-6c","PUFA-KF_07.02.2020 06_30_4724","T357","             ","07.02.2020 06_30_4724","2020-02-07 06:30:47","2020-02-07"," 06:30:47"
"T357","Hainbach","down","2018-09-11","T.","montana",1.8338,"autumn","T357","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T357","field_spiders",10323820,"18:3n-3","PUFA-KF_07.02.2020 06_30_4724","T357","             ","07.02.2020 06_30_4724","2020-02-07 06:30:47","2020-02-07"," 06:30:47"
"T357","Hainbach","down","2018-09-11","T.","montana",1.8338,"autumn","T357","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T357","field_spiders",1206831,"20:0","PUFA-KF_07.02.2020 06_30_4724","T357","             ","07.02.2020 06_30_4724","2020-02-07 06:30:47","2020-02-07"," 06:30:47"
"T357","Hainbach","down","2018-09-11","T.","montana",1.8338,"autumn","T357","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T357","field_spiders",9470,"20:1n-9","PUFA-KF_07.02.2020 06_30_4724","T357","             ","07.02.2020 06_30_4724","2020-02-07 06:30:47","2020-02-07"," 06:30:47"
"T357","Hainbach","down","2018-09-11","T.","montana",1.8338,"autumn","T357","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T357","field_spiders",402656,"20:4n-6","PUFA-KF_07.02.2020 06_30_4724","T357","             ","07.02.2020 06_30_4724","2020-02-07 06:30:47","2020-02-07"," 06:30:47"
"T357","Hainbach","down","2018-09-11","T.","montana",1.8338,"autumn","T357","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T357","field_spiders",1443799,"20:3n-3","PUFA-KF_07.02.2020 06_30_4724","T357","             ","07.02.2020 06_30_4724","2020-02-07 06:30:47","2020-02-07"," 06:30:47"
"T357","Hainbach","down","2018-09-11","T.","montana",1.8338,"autumn","T357","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T357","field_spiders",1648374,"20:5n-3","PUFA-KF_07.02.2020 06_30_4724","T357","             ","07.02.2020 06_30_4724","2020-02-07 06:30:47","2020-02-07"," 06:30:47"
"T357","Hainbach","down","2018-09-11","T.","montana",1.8338,"autumn","T357","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T357","field_spiders",625691,"22:0","PUFA-KF_07.02.2020 06_30_4724","T357","             ","07.02.2020 06_30_4724","2020-02-07 06:30:47","2020-02-07"," 06:30:47"
"T357","Hainbach","down","2018-09-11","T.","montana",1.8338,"autumn","T357","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T357","field_spiders",4682449,"23:0","PUFA-KF_07.02.2020 06_30_4724","T357","             ","07.02.2020 06_30_4724","2020-02-07 06:30:47","2020-02-07"," 06:30:47"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",303107,"12:0","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",37474,"13:0","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",346024,"14:0","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",120634,"14:1n-5","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",46649,"15:0","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",2027852,"15:1n-5","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",199945,"16:0","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",72265,"16:1n-7","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",50069,"17:0","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",7314775,"17:1n-7","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",1620209,"18:0","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",7715896,"18:1n-9t","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",243207,"18:1n-9c","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",18100272,"18:1n-7","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",12862934,"18:2n-6t","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",1398085,"18:2n-6c","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",30350831,"18:3n-3","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",2695831,"20:0","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",664902,"20:1n-9","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",1782401,"20:2n-6","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",585323,"20:3n-6","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",6751615,"20:3n-3","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",14871614,"20:5n-3","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",2479806,"22:0","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",51423,"22:2n-6","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",6249780,"23:0","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",273376,"22:6n-3","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",18992,"24:0","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T125","Hainbach","down","2018-05-15","T.","montana",5.2679,"spring","T125","50_SI4","02/02/2020",50,"04/02/2020",10,20,NA,"T125","field_spiders",88304,"24:1n-9","PUFA-KF_05.02.2020 18_11_3421","T125","             ","05.02.2020 18_11_3421","2020-02-05 18:11:34","2020-02-05"," 18:11:34"
"T137","Hainbach","down","2018-05-15","T.","montana",7.7527,"spring","T137","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T137","field_spiders",398939,"12:0","PUFA-KF_06.02.2020 18_27_0011","T137","             ","06.02.2020 18_27_0011","2020-02-06 18:27:00","2020-02-06"," 18:27:00"
"T137","Hainbach","down","2018-05-15","T.","montana",7.7527,"spring","T137","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T137","field_spiders",313624,"14:0","PUFA-KF_06.02.2020 18_27_0011","T137","             ","06.02.2020 18_27_0011","2020-02-06 18:27:00","2020-02-06"," 18:27:00"
"T137","Hainbach","down","2018-05-15","T.","montana",7.7527,"spring","T137","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T137","field_spiders",440263,"14:1n-5","PUFA-KF_06.02.2020 18_27_0011","T137","             ","06.02.2020 18_27_0011","2020-02-06 18:27:00","2020-02-06"," 18:27:00"
"T137","Hainbach","down","2018-05-15","T.","montana",7.7527,"spring","T137","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T137","field_spiders",83129,"15:0","PUFA-KF_06.02.2020 18_27_0011","T137","             ","06.02.2020 18_27_0011","2020-02-06 18:27:00","2020-02-06"," 18:27:00"
"T137","Hainbach","down","2018-05-15","T.","montana",7.7527,"spring","T137","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T137","field_spiders",149319,"15:1n-5","PUFA-KF_06.02.2020 18_27_0011","T137","             ","06.02.2020 18_27_0011","2020-02-06 18:27:00","2020-02-06"," 18:27:00"
"T137","Hainbach","down","2018-05-15","T.","montana",7.7527,"spring","T137","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T137","field_spiders",114836,"16:1n-7","PUFA-KF_06.02.2020 18_27_0011","T137","             ","06.02.2020 18_27_0011","2020-02-06 18:27:00","2020-02-06"," 18:27:00"
"T137","Hainbach","down","2018-05-15","T.","montana",7.7527,"spring","T137","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T137","field_spiders",16711078,"17:1n-7","PUFA-KF_06.02.2020 18_27_0011","T137","             ","06.02.2020 18_27_0011","2020-02-06 18:27:00","2020-02-06"," 18:27:00"
"T137","Hainbach","down","2018-05-15","T.","montana",7.7527,"spring","T137","50_SI4","02/02/2020",50,"06/02/2020",10,20,NA,"T137","field_spiders",2137575,"18:0","PUFA-KF_06.02.2020 18_27_0011","T137","             ","06.02.2020 18_27_0011","2020-02-06 18:27:00","2020-02-06"," 18:27:00"
