"Organism","treatment","experiment","experiment_ID","GC_ID","dry_weight_mg","Internal_Standard_Volume_ID","date_extraction","MeOH_Volume_dissolved","date.derivatisation","TMSH_Volume","Sample_Volume_derivatized","comment.x","runinfo","area","name_pufa","runname","runinfo_original","comment.y","Time","Timestamp","Date","Time_of_day"
"spider","start","M1","22","M1_T22",3.5608,"50_SI6","25.05.2020",50,"27.05.2020",10,20,"","M1 T22",1347510,"20:4n-6","PUFA-KF_28.05.2020 09_53_0951","M1 T22","             ","28.05.2020 09_53_0951","2020-05-28 09:53:09","2020-05-28"," 09:53:09"
"spider","start","M1","22","M1_T22",3.5608,"50_SI6","25.05.2020",50,"27.05.2020",10,20,"","M1 T22",2018047,"20:5n-3","PUFA-KF_28.05.2020 09_53_0951","M1 T22","             ","28.05.2020 09_53_0951","2020-05-28 09:53:09","2020-05-28"," 09:53:09"
"spider","start","M1","22","M1_T22",3.5608,"50_SI6","25.05.2020",50,"27.05.2020",10,20,"","M1 T22",560247,"22:0","PUFA-KF_28.05.2020 09_53_0951","M1 T22","             ","28.05.2020 09_53_0951","2020-05-28 09:53:09","2020-05-28"," 09:53:09"
"spider","start","M1","22","M1_T22",3.5608,"50_SI6","25.05.2020",50,"27.05.2020",10,20,"","M1 T22",4542994,"23:0","PUFA-KF_28.05.2020 09_53_0951","M1 T22","             ","28.05.2020 09_53_0951","2020-05-28 09:53:09","2020-05-28"," 09:53:09"
"spider","start","M1","22","M1_T22",3.5608,"50_SI6","25.05.2020",50,"27.05.2020",10,20,"","M1 T22",40814,"22:6n-3","PUFA-KF_28.05.2020 09_53_0951","M1 T22","             ","28.05.2020 09_53_0951","2020-05-28 09:53:09","2020-05-28"," 09:53:09"
"spider","start","M1","21","M1_T21",3.6708,"50_SI7","25.05.2020",50,"27.05.2020",10,20,"","M1 T21",131409,"12:0","PUFA-KF_28.05.2020 02_27_0443","M1 T21","             ","28.05.2020 02_27_0443","2020-05-28 02:27:04","2020-05-28"," 02:27:04"
"spider","start","M1","21","M1_T21",3.6708,"50_SI7","25.05.2020",50,"27.05.2020",10,20,"","M1 T21",20211,"13:0","PUFA-KF_28.05.2020 02_27_0443","M1 T21","             ","28.05.2020 02_27_0443","2020-05-28 02:27:04","2020-05-28"," 02:27:04"
"spider","start","M1","21","M1_T21",3.6708,"50_SI7","25.05.2020",50,"27.05.2020",10,20,"","M1 T21",59627,"14:0","PUFA-KF_28.05.2020 02_27_0443","M1 T21","             ","28.05.2020 02_27_0443","2020-05-28 02:27:04","2020-05-28"," 02:27:04"
"spider","start","M1","21","M1_T21",3.6708,"50_SI7","25.05.2020",50,"27.05.2020",10,20,"","M1 T21",136726,"14:1n-5","PUFA-KF_28.05.2020 02_27_0443","M1 T21","             ","28.05.2020 02_27_0443","2020-05-28 02:27:04","2020-05-28"," 02:27:04"
"spider","start","M1","21","M1_T21",3.6708,"50_SI7","25.05.2020",50,"27.05.2020",10,20,"","M1 T21",1069659,"15:1n-5","PUFA-KF_28.05.2020 02_27_0443","M1 T21","             ","28.05.2020 02_27_0443","2020-05-28 02:27:04","2020-05-28"," 02:27:04"
"spider","start","M1","21","M1_T21",3.6708,"50_SI7","25.05.2020",50,"27.05.2020",10,20,"","M1 T21",281319,"16:0","PUFA-KF_28.05.2020 02_27_0443","M1 T21","             ","28.05.2020 02_27_0443","2020-05-28 02:27:04","2020-05-28"," 02:27:04"
"spider","start","M1","21","M1_T21",3.6708,"50_SI7","25.05.2020",50,"27.05.2020",10,20,"","M1 T21",30115,"17:0","PUFA-KF_28.05.2020 02_27_0443","M1 T21","             ","28.05.2020 02_27_0443","2020-05-28 02:27:04","2020-05-28"," 02:27:04"
"spider","start","M1","21","M1_T21",3.6708,"50_SI7","25.05.2020",50,"27.05.2020",10,20,"","M1 T21",5587222,"17:1n-7","PUFA-KF_28.05.2020 02_27_0443","M1 T21","             ","28.05.2020 02_27_0443","2020-05-28 02:27:04","2020-05-28"," 02:27:04"
"spider","start","M1","21","M1_T21",3.6708,"50_SI7","25.05.2020",50,"27.05.2020",10,20,"","M1 T21",2266912,"18:0","PUFA-KF_28.05.2020 02_27_0443","M1 T21","             ","28.05.2020 02_27_0443","2020-05-28 02:27:04","2020-05-28"," 02:27:04"
"spider","start","M1","21","M1_T21",3.6708,"50_SI7","25.05.2020",50,"27.05.2020",10,20,"","M1 T21",6098577,"18:1n-9t","PUFA-KF_28.05.2020 02_27_0443","M1 T21","             ","28.05.2020 02_27_0443","2020-05-28 02:27:04","2020-05-28"," 02:27:04"
"spider","start","M1","21","M1_T21",3.6708,"50_SI7","25.05.2020",50,"27.05.2020",10,20,"","M1 T21",53571,"18:1n-9c","PUFA-KF_28.05.2020 02_27_0443","M1 T21","             ","28.05.2020 02_27_0443","2020-05-28 02:27:04","2020-05-28"," 02:27:04"
"spider","start","M1","21","M1_T21",3.6708,"50_SI7","25.05.2020",50,"27.05.2020",10,20,"","M1 T21",11727615,"18:1n-7","PUFA-KF_28.05.2020 02_27_0443","M1 T21","             ","28.05.2020 02_27_0443","2020-05-28 02:27:04","2020-05-28"," 02:27:04"
"spider","start","M1","21","M1_T21",3.6708,"50_SI7","25.05.2020",50,"27.05.2020",10,20,"","M1 T21",12879395,"18:2n-6t","PUFA-KF_28.05.2020 02_27_0443","M1 T21","             ","28.05.2020 02_27_0443","2020-05-28 02:27:04","2020-05-28"," 02:27:04"
"spider","start","M1","21","M1_T21",3.6708,"50_SI7","25.05.2020",50,"27.05.2020",10,20,"","M1 T21",2314393,"18:2n-6c","PUFA-KF_28.05.2020 02_27_0443","M1 T21","             ","28.05.2020 02_27_0443","2020-05-28 02:27:04","2020-05-28"," 02:27:04"
"spider","start","M1","21","M1_T21",3.6708,"50_SI7","25.05.2020",50,"27.05.2020",10,20,"","M1 T21",7928193,"18:3n-3","PUFA-KF_28.05.2020 02_27_0443","M1 T21","             ","28.05.2020 02_27_0443","2020-05-28 02:27:04","2020-05-28"," 02:27:04"
"spider","start","M1","21","M1_T21",3.6708,"50_SI7","25.05.2020",50,"27.05.2020",10,20,"","M1 T21",255550,"20:0","PUFA-KF_28.05.2020 02_27_0443","M1 T21","             ","28.05.2020 02_27_0443","2020-05-28 02:27:04","2020-05-28"," 02:27:04"
"spider","start","M1","21","M1_T21",3.6708,"50_SI7","25.05.2020",50,"27.05.2020",10,20,"","M1 T21",174840,"20:1n-9","PUFA-KF_28.05.2020 02_27_0443","M1 T21","             ","28.05.2020 02_27_0443","2020-05-28 02:27:04","2020-05-28"," 02:27:04"
"spider","start","M1","21","M1_T21",3.6708,"50_SI7","25.05.2020",50,"27.05.2020",10,20,"","M1 T21",961397,"20:2n-6","PUFA-KF_28.05.2020 02_27_0443","M1 T21","             ","28.05.2020 02_27_0443","2020-05-28 02:27:04","2020-05-28"," 02:27:04"
"spider","start","M1","21","M1_T21",3.6708,"50_SI7","25.05.2020",50,"27.05.2020",10,20,"","M1 T21",32881,"20:3n-6","PUFA-KF_28.05.2020 02_27_0443","M1 T21","             ","28.05.2020 02_27_0443","2020-05-28 02:27:04","2020-05-28"," 02:27:04"
"spider","start","M1","21","M1_T21",3.6708,"50_SI7","25.05.2020",50,"27.05.2020",10,20,"","M1 T21",1186259,"20:4n-6","PUFA-KF_28.05.2020 02_27_0443","M1 T21","             ","28.05.2020 02_27_0443","2020-05-28 02:27:04","2020-05-28"," 02:27:04"
"spider","start","M1","21","M1_T21",3.6708,"50_SI7","25.05.2020",50,"27.05.2020",10,20,"","M1 T21",29114,"20:3n-3","PUFA-KF_28.05.2020 02_27_0443","M1 T21","             ","28.05.2020 02_27_0443","2020-05-28 02:27:04","2020-05-28"," 02:27:04"
"spider","start","M1","21","M1_T21",3.6708,"50_SI7","25.05.2020",50,"27.05.2020",10,20,"","M1 T21",2326289,"20:5n-3","PUFA-KF_28.05.2020 02_27_0443","M1 T21","             ","28.05.2020 02_27_0443","2020-05-28 02:27:04","2020-05-28"," 02:27:04"
"spider","start","M1","21","M1_T21",3.6708,"50_SI7","25.05.2020",50,"27.05.2020",10,20,"","M1 T21",571438,"22:0","PUFA-KF_28.05.2020 02_27_0443","M1 T21","             ","28.05.2020 02_27_0443","2020-05-28 02:27:04","2020-05-28"," 02:27:04"
"spider","start","M1","21","M1_T21",3.6708,"50_SI7","25.05.2020",50,"27.05.2020",10,20,"","M1 T21",218007,"22:2n-6","PUFA-KF_28.05.2020 02_27_0443","M1 T21","             ","28.05.2020 02_27_0443","2020-05-28 02:27:04","2020-05-28"," 02:27:04"
"spider","start","M1","21","M1_T21",3.6708,"50_SI7","25.05.2020",50,"27.05.2020",10,20,"","M1 T21",4004815,"23:0","PUFA-KF_28.05.2020 02_27_0443","M1 T21","             ","28.05.2020 02_27_0443","2020-05-28 02:27:04","2020-05-28"," 02:27:04"
"spider","start","M1","21","M1_T21",3.6708,"50_SI7","25.05.2020",50,"27.05.2020",10,20,"","M1 T21",191092,"24:0","PUFA-KF_28.05.2020 02_27_0443","M1 T21","             ","28.05.2020 02_27_0443","2020-05-28 02:27:04","2020-05-28"," 02:27:04"
"spider","start","M1","21","M1_T21",3.6708,"50_SI7","25.05.2020",50,"27.05.2020",10,20,"","M1 T21",124574,"24:1n-9","PUFA-KF_28.05.2020 02_27_0443","M1 T21","             ","28.05.2020 02_27_0443","2020-05-28 02:27:04","2020-05-28"," 02:27:04"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",186514,"12:0","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",202987,"13:0","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",45682,"14:0","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",973201,"14:1n-5","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",57935,"15:0","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",1059469,"15:1n-5","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",125204,"16:1n-7","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",20352484,"17:1n-7","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",2266684,"18:0","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",5818686,"18:1n-9t","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",616760,"18:1n-9c","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",20026669,"18:1n-7","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",13241030,"18:2n-6t","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",1709148,"18:2n-6c","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",12986968,"18:3n-3","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",3413941,"20:0","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",507205,"20:1n-9","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",653325,"20:2n-6","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",62717,"20:3n-6","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",384570,"20:4n-6","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",564692,"20:3n-3","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",1699983,"20:5n-3","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",298859,"22:0","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",10273,"22:1n-9","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",13396,"22:2n-6","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",5273054,"23:0","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",1422315,"24:0","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","65","M1_T65",5.0573,"50_SI6","25.05.2020",50,"26.05.2020",10,20,"","M1 T65",1211211,"24:1n-9","PUFA-KF_27.05.2020 03_13_4518","M1 T65","             ","27.05.2020 03_13_4518","2020-05-27 03:13:45","2020-05-27"," 03:13:45"
"spider","start","M1","74","M1_T74",4.4971,"50_SI6","25.05.2020",50,"27.05.2020",10,20,"","M1 T74",387211,"12:0","PUFA-KF_28.05.2020 07_05_5648","M1 T74","             ","28.05.2020 07_05_5648","2020-05-28 07:05:56","2020-05-28"," 07:05:56"
"spider","start","M1","74","M1_T74",4.4971,"50_SI6","25.05.2020",50,"27.05.2020",10,20,"","M1 T74",488606,"13:0","PUFA-KF_28.05.2020 07_05_5648","M1 T74","             ","28.05.2020 07_05_5648","2020-05-28 07:05:56","2020-05-28"," 07:05:56"
"spider","start","M1","74","M1_T74",4.4971,"50_SI6","25.05.2020",50,"27.05.2020",10,20,"","M1 T74",48305,"14:0","PUFA-KF_28.05.2020 07_05_5648","M1 T74","             ","28.05.2020 07_05_5648","2020-05-28 07:05:56","2020-05-28"," 07:05:56"
"spider","start","M1","74","M1_T74",4.4971,"50_SI6","25.05.2020",50,"27.05.2020",10,20,"","M1 T74",1338391,"14:1n-5","PUFA-KF_28.05.2020 07_05_5648","M1 T74","             ","28.05.2020 07_05_5648","2020-05-28 07:05:56","2020-05-28"," 07:05:56"
"spider","start","M1","74","M1_T74",4.4971,"50_SI6","25.05.2020",50,"27.05.2020",10,20,"","M1 T74",24490,"15:0","PUFA-KF_28.05.2020 07_05_5648","M1 T74","             ","28.05.2020 07_05_5648","2020-05-28 07:05:56","2020-05-28"," 07:05:56"
"spider","start","M1","74","M1_T74",4.4971,"50_SI6","25.05.2020",50,"27.05.2020",10,20,"","M1 T74",3880639,"15:1n-5","PUFA-KF_28.05.2020 07_05_5648","M1 T74","             ","28.05.2020 07_05_5648","2020-05-28 07:05:56","2020-05-28"," 07:05:56"
"spider","start","M1","74","M1_T74",4.4971,"50_SI6","25.05.2020",50,"27.05.2020",10,20,"","M1 T74",809331,"16:0","PUFA-KF_28.05.2020 07_05_5648","M1 T74","             ","28.05.2020 07_05_5648","2020-05-28 07:05:56","2020-05-28"," 07:05:56"
"spider","start","M1","74","M1_T74",4.4971,"50_SI6","25.05.2020",50,"27.05.2020",10,20,"","M1 T74",16689,"17:0","PUFA-KF_28.05.2020 07_05_5648","M1 T74","             ","28.05.2020 07_05_5648","2020-05-28 07:05:56","2020-05-28"," 07:05:56"
"spider","start","M1","74","M1_T74",4.4971,"50_SI6","25.05.2020",50,"27.05.2020",10,20,"","M1 T74",26459692,"17:1n-7","PUFA-KF_28.05.2020 07_05_5648","M1 T74","             ","28.05.2020 07_05_5648","2020-05-28 07:05:56","2020-05-28"," 07:05:56"
"spider","start","M1","74","M1_T74",4.4971,"50_SI6","25.05.2020",50,"27.05.2020",10,20,"","M1 T74",12824989,"18:0","PUFA-KF_28.05.2020 07_05_5648","M1 T74","             ","28.05.2020 07_05_5648","2020-05-28 07:05:56","2020-05-28"," 07:05:56"
"spider","start","M1","74","M1_T74",4.4971,"50_SI6","25.05.2020",50,"27.05.2020",10,20,"","M1 T74",6271522,"18:1n-9t","PUFA-KF_28.05.2020 07_05_5648","M1 T74","             ","28.05.2020 07_05_5648","2020-05-28 07:05:56","2020-05-28"," 07:05:56"
"spider","start","M1","74","M1_T74",4.4971,"50_SI6","25.05.2020",50,"27.05.2020",10,20,"","M1 T74",417418,"18:1n-9c","PUFA-KF_28.05.2020 07_05_5648","M1 T74","             ","28.05.2020 07_05_5648","2020-05-28 07:05:56","2020-05-28"," 07:05:56"
"spider","start","M1","74","M1_T74",4.4971,"50_SI6","25.05.2020",50,"27.05.2020",10,20,"","M1 T74",23043490,"18:1n-7","PUFA-KF_28.05.2020 07_05_5648","M1 T74","             ","28.05.2020 07_05_5648","2020-05-28 07:05:56","2020-05-28"," 07:05:56"
"spider","start","M1","74","M1_T74",4.4971,"50_SI6","25.05.2020",50,"27.05.2020",10,20,"","M1 T74",19103176,"18:2n-6t","PUFA-KF_28.05.2020 07_05_5648","M1 T74","             ","28.05.2020 07_05_5648","2020-05-28 07:05:56","2020-05-28"," 07:05:56"
"spider","start","M1","74","M1_T74",4.4971,"50_SI6","25.05.2020",50,"27.05.2020",10,20,"","M1 T74",2568655,"18:2n-6c","PUFA-KF_28.05.2020 07_05_5648","M1 T74","             ","28.05.2020 07_05_5648","2020-05-28 07:05:56","2020-05-28"," 07:05:56"
"spider","start","M1","74","M1_T74",4.4971,"50_SI6","25.05.2020",50,"27.05.2020",10,20,"","M1 T74",9512939,"18:3n-3","PUFA-KF_28.05.2020 07_05_5648","M1 T74","             ","28.05.2020 07_05_5648","2020-05-28 07:05:56","2020-05-28"," 07:05:56"
"spider","start","M1","74","M1_T74",4.4971,"50_SI6","25.05.2020",50,"27.05.2020",10,20,"","M1 T74",1018713,"20:0","PUFA-KF_28.05.2020 07_05_5648","M1 T74","             ","28.05.2020 07_05_5648","2020-05-28 07:05:56","2020-05-28"," 07:05:56"
"spider","start","M1","74","M1_T74",4.4971,"50_SI6","25.05.2020",50,"27.05.2020",10,20,"","M1 T74",902302,"20:1n-9","PUFA-KF_28.05.2020 07_05_5648","M1 T74","             ","28.05.2020 07_05_5648","2020-05-28 07:05:56","2020-05-28"," 07:05:56"
"spider","start","M1","74","M1_T74",4.4971,"50_SI6","25.05.2020",50,"27.05.2020",10,20,"","M1 T74",186255,"20:2n-6","PUFA-KF_28.05.2020 07_05_5648","M1 T74","             ","28.05.2020 07_05_5648","2020-05-28 07:05:56","2020-05-28"," 07:05:56"
"spider","start","M1","74","M1_T74",4.4971,"50_SI6","25.05.2020",50,"27.05.2020",10,20,"","M1 T74",410427,"20:3n-6","PUFA-KF_28.05.2020 07_05_5648","M1 T74","             ","28.05.2020 07_05_5648","2020-05-28 07:05:56","2020-05-28"," 07:05:56"
"spider","start","M1","74","M1_T74",4.4971,"50_SI6","25.05.2020",50,"27.05.2020",10,20,"","M1 T74",523509,"20:4n-6","PUFA-KF_28.05.2020 07_05_5648","M1 T74","             ","28.05.2020 07_05_5648","2020-05-28 07:05:56","2020-05-28"," 07:05:56"
"spider","start","M1","74","M1_T74",4.4971,"50_SI6","25.05.2020",50,"27.05.2020",10,20,"","M1 T74",352149,"21:0","PUFA-KF_28.05.2020 07_05_5648","M1 T74","             ","28.05.2020 07_05_5648","2020-05-28 07:05:56","2020-05-28"," 07:05:56"
